timestamp_ms,tag_id,pose_x,pose_y,pose_z,rel_x,rel_y,rel_z,imu_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1751478425773,REL,,,,0.0875479754875013,0.0029520155969093,0.031225341978388,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478425960,REL,,,,0.0876966016456646,0.0028854545550158,0.0306502629902456,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478426082,REL,,,,0.0876966582797785,0.002888871185454,0.0306544430745809,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478426210,REL,,,,0.0877532071864171,0.0028658759246592,0.0303681111547643,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478426334,REL,,,,0.0876419131948062,0.0029086063707841,0.0307835670038137,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478426466,REL,,,,0.0878323246454205,0.0028476458700244,0.0302168298587173,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478426592,REL,,,,0.087755833913321,0.0028737771474471,0.0303799735089952,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478426718,REL,,,,0.0878205131640891,0.002884986343823,0.0304177274687614,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478426845,REL,,,,0.0878109400440985,0.0028691330897684,0.0303126107290525,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478426965,REL,,,,0.0875957897041185,0.002938562390748,0.0311534412603818,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478427087,REL,,,,0.0878259301601672,0.0028573527425519,0.0303283108366589,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478427213,REL,,,,0.0878410882755108,0.0028744912082888,0.0303659374500647,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478427338,REL,,,,0.0877899530109722,0.0028716706935206,0.0304431233382137,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478427465,REL,,,,0.0877183282024458,0.0029024080326377,0.030706862623504,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478427596,REL,,,,0.0876238712776587,0.0029285370957486,0.0310312337823616,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478427724,REL,,,,0.0875788114383568,0.0029542746266987,0.031247344197118,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478427852,REL,,,,0.0876750267223391,0.0029049425731945,0.0308411327322797,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478427968,REL,,,,0.0876461630006035,0.0029263551247452,0.0308829941906467,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478428094,REL,,,,0.0876596865507214,0.0029207428398272,0.0307982463397169,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478428211,REL,,,,0.0877119875428576,0.002886830653474,0.0305628022824053,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478428329,REL,,,,0.0876616475527752,0.002902678343671,0.0307226259478583,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478428445,REL,,,,0.0876237202594263,0.0029356330961076,0.0310669891594301,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478428563,REL,,,,0.0877224183071841,0.0028976833182836,0.0306705250129293,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478428682,REL,,,,0.08760111256456,0.0029380215247597,0.031059582861046,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478428807,REL,,,,0.0876432768621502,0.0029193809400963,0.0308759788783465,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
1751478428931,REL,,,,0.0876097220322807,0.0029448664270342,0.0311535505488742,339036,-7.1176,-141.2216,-990.3764,245.0,-455.0,17.5
